Scenario,    GB,  All
S1toS2,	-1.169088,		-0.359418000000005
S2toS3,	0.476106000000002,	0.000521000000049
S3toS4,	-0.811730999999995,	-0.224654999999984
S4toS5,	-1.79665499999999,	-0.623576999999955
S5toS6,	-0.362091999999997,	-0.190162999999984
S6toS7,	-1.383314,		-0.577429999999936
S7toS8,	-2.098251,		-0.831210999999939
