Scenario,    GB,  All
S1toS2,	-1.584953	-0.168373
S2toS3,	0.334847	-0.342131
S3toS4,	-0.791352	0.128494
S4toS5,	-2.208111	-0.157629
S5toS6,	-0.47044	-0.160225
S6toS7,	-1.920089	-0.425439
S7toS8,	-3.078549	-0.515235
