Scenario,    GB,  All
S1toS2,	-0.30755		0.433454
S2toS3,	+0.517965	-0.435045
S3toS4,	+0.440644	-0.787392
S4toS5,	+0.142206	-1.261959
S5toS6,	+0.936104	-1.162548
S6toS7,	+0.613094	-1.645158
S7toS8,	+0.394421	-1.95431
